chunk_id,document_id,source_file,page_number,text
scheme_1_concession_extension_31may2029_p1,scheme_1_concession_extension_31may2029,Scheme-1-Concession-Extension-31May2029.pdf,1,"रजिस्ट्री सं. डी.एल.- 33004/99 REGD. No. D. L.-33004/99

 सी.जी.-डी.एल.-अ.-24032026-271243 xxxGIDHxxx CG-DL-E-24032026-271243 xxxGIDExxx

 असाधारण EXTRAORDINARY भाग III—खण्ड 4 PART III—Section 4 प्राजधकार से प्रकाजित PUBLISHED BY AUTHORITY

सं. 202] नई ददल्ली, सोमिार, माचच 23, 2026/ चैत्र 2, 1948 No. 202] NEW DELHI, MONDAY, MARCH 23, 2026/ CHAITRA 2, 1948

 भारतीय मानक ब्यूरो (उपभोक्ता मामले जिभाग) अजधसूचना नई ददल्ली, 17 माचच, 2026 सीएमडी-2/िी-18.—भारतीय मानक ब्यूरो (अनुरूपता मूल्यांकन) जिजनयम, 2018 की अनुसूची-II की स्ट्कीम-I के पैराग्राफ-5 के उप-पैराग्राफ 2 और ब्यूरो संख्या सीएमडी-2/िी-18 ददनांक 05 अगस्ट्त, 2021 की अजधसूचना के अनुसरण में, ब्यूरो उक्त अजधसूचना में जनम्नजलजखत संिोधन करता है, िो इस अजधसूचना के प्रकािन की जतजथ से लागू होगा, अथाचत:् क) ब्यूरो संख्या सीएमडी-2/िी-18 ददनांक 05 अगस्ट्त 2021 की अजधसूचना, इसके संिोधन सजहत जिसमे सजममजलत सीएमडी-2/िी-18 ददनांक 21 िून 2023 और 07 माचच 2024 के साथ पढें, की ""अनुसूची"" में – i) टिप्पण 3 के स्ट्थान पर जनम्नजलजखत रखा िाएगा:“टिप्पण 3: सूक्ष्म पैमाने के उद्यमों के जलए िार्षिक न्यूनतम मुहरांकन फीस - इस अजधसूचना की जतजथ से 31 मई 2029 तक, बडे पैमाने के उद्यमों द्वारा देय िार्षिक न्यूनतम मुहरांकन फीस में 80% की टरयायत लागू होगी।” ii) टिप्पण 4 के स्ट्थान पर जनम्नजलजखत रखा िाएगा:2097 GI/2026 (1)"
scheme_1_concession_extension_31may2029_p2,scheme_1_concession_extension_31may2029,Scheme-1-Concession-Extension-31May2029.pdf,2,"2 THE GAZETTE OF INDIA : EXTRAORDINARY [PART III—SEC.4]

 “टिप्पण 4: लघु पैमाने के उद्यमों के जलए िार्षिक न्यूनतम मुहरांकन फीस - इस अजधसूचना की जतजथ से 31 मई 2029 तक, बडे पैमाने के उद्यमों द्वारा देय िार्षिक न्यूनतम मुहरांकन फीस में 50% की टरयायत लागू होगी।” iii) टिप्पण 5 के स्ट्थान पर जनम्नजलजखत रखा िाएगा:“टिप्पण 5: स्ट्िािच-अप उद्यमों के जलए िार्षिक न्यूनतम मुहरांकन फीस - इस अजधसूचना की जतजथ से 31 मई 2029 तक, बडे पैमाने के उद्यमों द्वारा देय िार्षिक न्यूनतम मुहरांकन फीस में 80% की टरयायत लागू होगी।” iv) टिप्पण 6 के स्ट्थान पर जनम्नजलजखत रखा िाएगा:“टिप्पण 6: मजहला उद्यमी उद्यमों के जलए िार्षिक न्यूनतम मुहरांकन फीस - इस अजधसूचना की जतजथ से 31 मई 2029 तक, उद्यमों के लागू स्ट्तर, यानी सूक्ष्म या लघु या मध्यम पैमाने द्वारा देय िार्षिक न्यूनतम मुहरांकन फीस में 10% की अजतटरक्त टरयायत लागू होगी।”

नोि: मूल अजधसूचना भारत के रािपत्र, असाधारण, भाग III, खंड 4 में सीएमडी-2/िी-18 ददनांक 05 अगस्ट्त, 2021 के माध्यम से प्रकाजित की गई थी और इसके पश्चात् सीएमडी-2/िी-18 ददनांक 21 जसतंबर, 2021, सीएमडी-2/िी18 ददनांक 13 अक्िू बर, 2021, सीएमडी-2/िी-18 ददनांक 17 ददसंबर, 2021, सीएमडी-2/िी-18, 22 फरिरी 2022, सीएमडी-2/िी-18, 03 माचच 2022, सीएमडी-2/िी-18 ददनांक 29 माचच, 2022, सीएमडी-2/िी-18 ददनांक 28 अप्रैल, 2022, सीएमडी-2/िी-18 ददनांक 24 िून, 2022, सीएमडी-2/िी-18 ददनांक 01 जसतंबर, 2022, सीएमडी-2/िी-18 ददनांक 19 ददसंबर, 2022, सीएमडी-2/िी-18 ददनांक 03 फरिरी, 2023, सीएमडी2/िी-18 ददनांक 12 िून, 2023, सीएमडी-2/िी-18 ददनांक 21 िून, 2023, सीएमडी-2/िी-18 ददनांक 23 अगस्ट्त, 2023, सीएमडी-2/िी-18 ददनांक 04 ददसंबर, 2023, सीएमडी-2/िी-18 ददनांक 13 फरिरी, 2024, सीएमडी-2/िी-18 ददनांक 7 माचच 2024, सीएमडी-2/िी-18 ददनांक 19 िुलाई 2024, सीएमडी-2/िी-18 ददनांक 30 ददसंबर 2024, सीएमडी-2/िी-18 ददनांक 13 िून 2025 और सीएमडी-2/िी-18 ददनांक 2 िनिरी 2026 के माध्यम से संिोजधत की गई थी। एच. िे. एस. पसरीचा, िैज्ञाजनक िी और उप महाजनदेिक (प्रमाणन) [जिज्ञापन-III/4/असा./781/2025-26]

 BUREAU OF INDIAN STANDARDS (Department of Consumer Affairs) NOTIFICATION New Delhi, the 17th March, 2026 CMD-2/G-18.—In pursuance of sub-paragraph 2 of paragraph-5 of Scheme-I of Schedule-II of Bureau of Indian Standards (Conformity Assessment) Regulations, 2018 and the notification of the Bureau number CMD-2/G18 dated 05th August, 2021, the Bureau hereby makes the following amendments in the said notification which shall come into force from the date of this notification, namely:a) In the ―SCHEDULE‖ of the notification of the Bureau number CMD-2/G-18 dated 05th August 2021 read along with its amendments including CMD-2/G-18 dated 21st June 2023 and 07th March 2024– i) Note 3 shall be substituted namely:―Note 3: Annual minimum marking fee for a micro scale enterprise - From the date of this notification till 31 May 2029, a concession of 80% in the annual minimum marking fee payable by the large scale enterprises shall be applicable.‖ ii) Note 4 shall be substituted namely:―Note 4: Annual minimum marking fee for a small scale enterprise - From the date of this notification till 31 May 2029, a concession of 50% in the annual minimum marking fee payable by the large scale enterprises shall be applicable.‖"
scheme_1_concession_extension_31may2029_p3,scheme_1_concession_extension_31may2029,Scheme-1-Concession-Extension-31May2029.pdf,3,"[भाग III—खण्ड 4] भारत का रािपत्र : असाधारण 3 iii) Note 5 shall be substituted namely:―Note 5: Annual minimum marking fee for a start-up enterprise - From the date of this notification till 31 May 2029, a concession of 80% in the annual minimum marking fee payable by the large scale enterprises shall be applicable.‖ iv) Note 6 shall be substituted namely:―Note 6: Annual minimum marking fee for a women entrepreneur enterprise - From the date of this notification till 31 May 2029, an additional concession of 10% in the annual minimum marking fee payable by the applicable scale of enterprises, i.e. either micro or small or medium scale, shall be applicable.‖

Note: The principal notification was published in the Gazette of India, Extraordinary, Part III, Sec 4, vide CMD-2/G18 dated 05th August 2021 and subsequently amended vide CMD-2/G-18 dated 21st September, 2021, CMD2/G-18 dated 13th October, 2021, CMD-2/G-18 dated 17th December, 2021, CMD-2/G-18 dated 22nd February, 2022, CMD-2/G-18 dated 03rd March,2022, CMD-2/G-18 dated 29th March,2022, CMD-2/G-18 dated 28th April, 2022, CMD-2/G-18 dated 24th June, 2022, CMD-2/G-18 1st September, 2022, CMD-2/G-18 dated 19th December, 2022, CMD-2/G-18 dated 03rd February 2023, CMD-2/G-18 dated 12th June 2023, CMD-2/G-18 dated 21st June 2023, CMD-2/G-18 dated 23rd August 2023, CMD-2/G-18 dated 04th December 2023, CMD-2/G-18 dated 13th February 2024, CMD-2/G-18 dated 7th March 2024, CMD-2/G-18 dated 19th July 2024, CMD-2/G-18 dated 7th October 2024, CMD-2/G-18 dated 30th December 2024, CMD2/G-18 dated 13th June 2025 and CMD-2/G-18 dated 2nd January 2026.

 H. J. S. PASRICHA, Scientist G & Dy. Director General (Certification) [ADVT.-III/4/Exty./781/2025-26]

 Uploaded by Dte. of Printing at Government of India Press, Ring Road, Mayapuri, New Delhi-110064 and Published by the Controller of Publications, Delhi-110054. GORAKHA NATH Digitally signed by GORAKHA NATH YADAVA YADAVA Date: 2026.03.24 16:37:26 +05'30'"
